Umag,Ts,Ta,alphan,sigmat,theta,phi,panang,Cd
6.482640999999999622e+03,4.139929000000000201e+02,5.852500999999999749e+02,6.662268000000000079e-01,2.584918999999999967e-01,4.351858000000000115e-01,-1.454356999999999900e+00,5.000000000000000000e+01,2.959351999999999983e+00
7.195920000000000073e+03,3.902207999999999970e+02,9.121099000000000387e+02,5.911364000000000063e-01,4.722503000000000117e-01,-2.894506999999999941e+00,4.423940000000000095e-01,1.000000000000000000e+01,3.458801999999999932e+00
7.657851999999999862e+03,1.177426999999999992e+02,1.464945999999999913e+03,1.834247999999999990e-01,8.136678000000000521e-01,-1.692415000000000003e+00,9.373183999999999960e-01,0.000000000000000000e+00,3.687985999999999986e+00
6.454735999999999876e+03,4.411331000000000131e+02,1.954388999999999896e+03,5.044587999999999850e-01,1.014614999999999961e-03,4.642141000000000184e-01,8.587472000000000438e-01,2.000000000000000000e+01,1.905788999999999955e+00
8.118822000000000116e+03,1.917081000000000017e+02,9.634335999999999558e+02,5.289755999999999903e-01,6.761696999999999846e-01,2.382810000000000095e+00,-1.415418999999999983e+00,1.000000000000000000e+01,2.527700999999999976e+00
7.224134000000000015e+03,3.265975999999999999e+02,1.848608999999999924e+03,6.087519999999999598e-01,9.212185000000000512e-01,-9.145462000000000036e-02,8.865300999999999876e-01,9.000000000000000000e+01,3.479778000000000038e+00
5.861251000000000204e+03,2.097993999999999915e+02,1.932713999999999942e+03,3.151977000000000251e-01,9.209270999999999985e-01,-1.014499999999999957e+00,3.384469999999999978e-01,8.000000000000000000e+01,5.317059999999999675e+00
8.352136000000000422e+03,4.107465000000000259e+02,2.958555000000000064e+02,7.169242999999999588e-01,3.052623999999999893e-01,-2.940052999999999805e+00,-2.777559000000000000e-01,2.000000000000000000e+01,2.113385000000000069e+00
8.586827999999999520e+03,3.349850000000000136e+02,1.571656999999999925e+03,5.155475000000000474e-01,6.718304000000000498e-01,1.369909000000000043e+00,-2.730803999999999870e-02,9.000000000000000000e+01,3.621960000000000068e+00
6.539105999999999767e+03,2.213332000000000050e+02,1.578406999999999925e+03,4.772750000000000048e-01,3.962302999999999797e-01,2.977759999999999851e-01,8.801997000000000293e-01,1.000000000000000000e+01,2.617166999999999799e+00
9.367051999999999680e+03,4.732205999999999904e+02,1.698567999999999984e+03,6.951351999999999531e-02,3.163479000000000152e-01,-2.685836000000000112e+00,-3.238327999999999762e-01,5.000000000000000000e+01,1.490623000000000031e+00
5.725091000000000349e+03,1.028794999999999931e+02,1.858963999999999942e+03,7.116542000000000145e-01,6.697359999999999980e-01,1.928744999999999932e+00,6.289833999999999703e-01,2.000000000000000000e+01,4.915745000000000253e+00
6.366426000000000386e+03,2.739442999999999984e+02,1.788057000000000016e+03,6.677497000000000016e-01,8.508052999999999866e-01,-7.869334999999999525e-01,1.688942999999999972e-01,6.000000000000000000e+01,3.981754000000000016e+00
7.345113000000000284e+03,4.947232999999999947e+02,1.023148000000000025e+03,7.891453999999999969e-01,4.240009000000000139e-01,2.483373999999999970e+00,7.648860999999999855e-02,4.000000000000000000e+01,2.877847000000000044e+00
7.821301000000000386e+03,1.151166000000000054e+02,1.210923000000000002e+03,9.840274999999999717e-02,6.040438999999999670e-01,1.744656999999999902e+00,3.448513999999999746e-01,2.000000000000000000e+01,3.811096000000000039e+00
7.130720999999999549e+03,1.483378999999999905e+02,5.497193999999999505e+02,1.099115999999999982e-01,5.843671000000000282e-01,2.536887999999999810e+00,-7.855984000000000300e-01,8.000000000000000000e+01,2.283103000000000105e+00
6.563029000000000451e+03,3.686365999999999872e+02,1.223651000000000067e+03,7.345460999999999796e-01,2.096898000000000095e-01,9.079211999999999838e-01,-1.382784000000000013e+00,6.000000000000000000e+01,4.720232000000000205e+00
8.772217000000000553e+03,2.532194000000000074e+02,4.594175000000000182e+02,4.394403000000000059e-01,5.234592000000000134e-01,1.671424000000000021e+00,-4.624880000000000102e-01,5.000000000000000000e+01,2.360044999999999948e+00
6.916287999999999556e+03,1.911913999999999874e+02,1.739169000000000096e+03,8.385169999999999568e-01,3.675976999999999717e-02,1.126379999999999937e+00,3.151084000000000107e-01,8.000000000000000000e+01,2.512450999999999990e+00
8.636617000000000189e+03,4.403546999999999798e+02,1.976779999999999973e+03,9.561385000000000023e-01,6.132912000000000363e-01,-1.315888000000000058e-01,-5.228977000000000208e-01,6.000000000000000000e+01,2.689341999999999899e+00
8.218340000000000146e+03,2.911551000000000045e+02,2.654848000000000070e+02,8.907125000000000181e-01,9.494053000000000075e-01,-2.011842000000000130e+00,2.526166000000000245e-01,3.000000000000000000e+01,2.859144999999999825e+00
8.854146000000000640e+03,1.116551999999999936e+02,5.590171000000000276e+02,4.286594000000000237e-01,3.040499999999999869e-01,-2.159374000000000127e+00,-6.536347999999999603e-01,6.000000000000000000e+01,1.658042999999999934e+00
8.197011000000000422e+03,2.731498000000000275e+02,1.086169000000000096e+03,4.683013999999999927e-02,3.708909000000000233e-01,1.773727999999999971e+00,-6.427089999999999748e-01,2.000000000000000000e+01,2.737387000000000015e+00
9.262132999999999811e+03,2.428549999999999898e+02,1.098511999999999944e+03,2.790097000000000271e-01,6.449238999999999944e-01,-2.689618999999999982e+00,-9.404987000000000208e-01,9.000000000000000000e+01,3.155043000000000042e+00
5.514835000000000036e+03,1.833266999999999882e+02,1.506666999999999916e+03,8.932366999999999946e-01,6.491114000000000051e-01,-8.274958000000000036e-01,1.097196999999999978e+00,3.000000000000000000e+01,3.550787999999999833e+00
9.193807000000000698e+03,4.740285000000000082e+02,1.466307000000000016e+03,4.402865999999999724e-01,3.323967999999999923e-01,2.790067000000000075e+00,-7.464832000000000134e-01,1.000000000000000000e+01,1.874260000000000037e+00
6.490012999999999920e+03,1.877090000000000032e+02,1.362125999999999976e+03,4.049740000000000006e-01,2.656557999999999975e-01,-2.910845999999999822e+00,8.378039999999999932e-01,8.000000000000000000e+01,2.614113999999999827e+00
6.939266999999999825e+03,3.363679999999999950e+02,1.375575000000000045e+03,1.477967000000000031e-01,5.575689999999999813e-01,-1.748110000000000053e+00,-1.258569999999999967e+00,2.000000000000000000e+01,3.444250999999999951e+00
6.988216000000000349e+03,3.867237999999999829e+02,1.709693999999999960e+03,8.793861999999999512e-03,4.678019999999999956e-01,-1.977330000000000032e+00,5.313448999999999950e-02,1.000000000000000000e+01,4.385367999999999711e+00
9.167345999999999549e+03,2.964137000000000057e+02,1.544769999999999982e+03,9.153084000000000220e-01,1.382627999999999913e-01,-2.211812999999999807e+00,1.343231999999999982e+00,3.000000000000000000e+01,2.529386999999999830e+00
7.576932999999999993e+03,3.843419000000000096e+02,5.649190999999999576e+02,4.024976000000000421e-03,6.333497999999999628e-01,-1.518346999999999891e+00,3.057248000000000188e-01,1.000000000000000000e+01,3.277934000000000125e+00
7.021863000000000284e+03,2.603460999999999785e+02,3.962282999999999902e+02,2.248696000000000028e-01,1.423632999999999982e-01,2.911458000000000101e+00,-6.137468000000000368e-01,8.000000000000000000e+01,1.358395999999999937e+00
8.806280000000000655e+03,3.658197000000000116e+02,2.770203000000000202e+02,4.280107000000000217e-01,3.813326000000000215e-01,-5.238466999999999985e-01,-6.884774000000000171e-01,2.000000000000000000e+01,2.571722999999999981e+00
6.550576000000000022e+03,2.799984000000000037e+02,1.362220000000000027e+03,7.329580999999999458e-01,3.804638000000000186e-01,-1.838888000000000078e+00,-8.136940000000000284e-01,2.000000000000000000e+01,2.666259000000000157e+00
8.345120000000000800e+03,3.803564000000000078e+02,1.760378999999999905e+03,5.436301000000000050e-01,5.801448000000000160e-01,-2.968605000000000160e+00,-3.068402000000000074e-01,7.000000000000000000e+01,2.085533999999999999e+00
7.276518000000000029e+03,1.461129999999999995e+02,4.031460999999999899e+02,4.723582000000000058e-01,9.099401999999999768e-01,2.452027000000000179e+00,-3.812671000000000254e-01,3.000000000000000000e+01,2.207005000000000106e+00
6.247155999999999949e+03,4.614771999999999821e+02,8.905295999999999594e+02,6.388586000000000542e-01,7.446869999999999878e-01,-9.062139999999999640e-01,3.219813000000000258e-01,3.000000000000000000e+01,3.021672000000000136e+00
6.211458999999999833e+03,1.568283000000000129e+02,3.430613000000000170e+02,6.383212000000000608e-02,8.578067000000000331e-01,2.760975000000000179e+00,1.004577999999999971e+00,5.000000000000000000e+01,4.395457000000000392e+00
6.399073000000000320e+03,2.128282000000000096e+02,5.477247999999999593e+02,9.964336999999999778e-01,3.845508999999999733e-02,9.302456000000000058e-01,4.452336000000000071e-01,1.000000000000000000e+01,1.631860000000000088e+00
9.443980999999999767e+03,3.857418999999999869e+02,5.525403999999999769e+02,4.316571000000000158e-01,8.374743000000000048e-01,-1.535941000000000042e-02,-6.288926000000000238e-01,4.000000000000000000e+01,3.266753000000000018e+00
7.179302999999999884e+03,4.811526999999999816e+02,1.570665999999999940e+03,8.395578000000000207e-01,8.438136000000000525e-01,-1.281627999999999989e+00,7.957056000000000129e-01,3.000000000000000000e+01,3.593503000000000114e+00
9.265824000000000524e+03,2.177235000000000014e+02,6.074820999999999458e+02,7.610535000000000494e-01,2.889899000000000218e-01,-9.983427999999999747e-01,-1.438202999999999898e+00,4.000000000000000000e+01,2.965457999999999927e+00
6.802337000000000444e+03,3.245079999999999814e+02,9.841109999999999900e+02,6.705472999999999573e-01,4.562801000000000218e-01,2.243184999999999985e+00,9.700949000000000377e-02,7.000000000000000000e+01,3.203260000000000218e+00
7.945930999999999585e+03,4.430140999999999849e+02,1.151785000000000082e+03,1.443649999999999933e-01,9.472928999999999378e-02,-5.757316999999999574e-01,7.995320000000000205e-01,0.000000000000000000e+00,2.121668999999999805e+00
7.987520999999999731e+03,4.286127999999999929e+02,1.373162000000000035e+03,5.352476999999999929e-01,3.033831000000000166e-01,4.409694000000000114e-01,-2.087669000000000052e-01,4.000000000000000000e+01,3.058710000000000040e+00
8.958520000000000437e+03,4.654760999999999740e+02,8.863055000000000518e+02,6.668530000000000291e-02,1.355294999999999972e-01,-1.585472999999999910e+00,-8.243941000000000185e-01,1.000000000000000000e+01,2.032541000000000153e+00
8.645800999999999476e+03,2.732504999999999882e+02,5.840909000000000333e+02,2.544712000000000085e-01,7.187380000000000158e-02,-3.211949000000000054e-01,-2.731298999999999810e-01,1.000000000000000000e+01,3.157103999999999910e+00
8.285799000000000888e+03,4.594361000000000104e+02,7.364271999999999707e+02,6.202731999999999690e-02,1.346613000000000115e-01,-2.663206000000000184e+00,3.348516000000000270e-01,8.000000000000000000e+01,1.856071999999999944e+00
5.528944999999999709e+03,1.194732000000000056e+02,9.580664000000000442e+02,1.956913999999999876e-01,1.364468000000000070e-01,-3.480028000000000010e-01,1.152524000000000104e+00,5.000000000000000000e+01,2.360180000000000167e+00
6.589011999999999716e+03,4.389879000000000246e+02,8.840780999999999494e+02,8.279634999999999634e-01,6.888233000000000272e-01,2.516916000000000153e+00,1.839588000000000056e-01,0.000000000000000000e+00,3.004453999999999958e+00
8.397411000000000058e+03,2.023837000000000046e+02,6.116317999999999984e+02,2.562285999999999730e-01,8.537746999999999975e-01,1.743392999999999970e+00,-1.352813999999999961e+00,2.000000000000000000e+01,3.051645999999999859e+00
5.886632999999999811e+03,1.519551999999999907e+02,1.157122000000000071e+03,8.029275999999999636e-01,5.060539000000000009e-02,-5.423149000000000441e-01,-3.304273999999999822e-01,7.000000000000000000e+01,2.310455000000000148e+00
7.268542000000000371e+03,2.586100999999999885e+02,1.795557000000000016e+03,7.990283999999999720e-01,5.783673999999999760e-02,1.987857999999999903e+00,-1.538302000000000058e+00,8.000000000000000000e+01,5.362083000000000155e+00
7.623409999999999854e+03,3.809791999999999916e+02,1.756982999999999947e+03,4.631844999999999990e-01,6.948246999999999618e-01,3.798633000000000148e-01,-3.582951000000000191e-02,8.000000000000000000e+01,3.777804000000000162e+00
8.778237999999999374e+03,4.211549999999999727e+02,1.332432999999999993e+03,1.210485000000000033e-01,5.640363000000000460e-01,-5.326615999999999573e-01,-1.265471000000000013e+00,1.000000000000000000e+01,2.861928999999999945e+00
8.735728999999999360e+03,4.626206999999999994e+02,1.887893000000000029e+03,1.754881000000000080e-01,9.114797000000000038e-01,1.073836999999999930e+00,1.061836000000000002e+00,3.000000000000000000e+01,3.846135999999999999e+00
7.189372000000000298e+03,2.642119000000000142e+02,6.537232999999999947e+02,5.033423000000000203e-01,9.032672999999999952e-01,2.099064999999999959e+00,4.465145999999999837e-01,5.000000000000000000e+01,2.846114000000000033e+00
5.917050000000000182e+03,1.457042999999999893e+02,1.516156999999999925e+03,3.637052000000000340e-02,8.451467999999999758e-01,-8.499636999999999887e-01,1.458047000000000093e+00,3.000000000000000000e+01,5.091264999999999930e+00
6.940109000000000378e+03,2.768709999999999809e+02,1.485180000000000064e+03,3.227406999999999915e-01,7.069606000000000501e-01,1.637704000000000049e+00,-1.068772000000000055e+00,7.000000000000000000e+01,6.517411000000000065e+00
7.328877999999999702e+03,3.279250000000000114e+02,4.736639000000000124e+02,5.932802000000000353e-01,4.275588000000000166e-01,1.598565999999999931e+00,-1.456223000000000101e-01,7.000000000000000000e+01,2.860667999999999989e+00
8.245826999999999316e+03,4.371643000000000256e+02,1.761402000000000044e+03,7.008058999999999816e-01,9.172019000000000144e-01,2.557729000000000141e+00,-4.764628000000000196e-01,3.000000000000000000e+01,2.379315000000000069e+00
7.538923999999999978e+03,2.259423999999999921e+02,1.689474999999999909e+03,5.749862999999999502e-01,9.792771000000000114e-01,1.492887000000000075e+00,3.221943999999999919e-01,5.000000000000000000e+01,4.000885000000000247e+00
8.917477999999999156e+03,3.086571000000000140e+02,9.052145000000000437e+02,2.076108999999999871e-01,7.273545999999999623e-01,3.094024000000000107e+00,-2.434145000000000059e-01,8.000000000000000000e+01,2.206223000000000045e+00
8.862289000000000669e+03,1.125354999999999990e+02,1.503967000000000098e+03,7.533374000000000459e-01,8.474507000000000012e-01,-6.767720999999999876e-01,3.936586000000000252e-01,3.000000000000000000e+01,2.735182000000000002e+00
7.119619999999999891e+03,2.883446999999999889e+02,3.769042999999999779e+02,5.390247999999999706e-01,8.888342999999999661e-01,-2.713239000000000178e+00,-5.801079999999999570e-01,3.000000000000000000e+01,1.795995999999999926e+00
7.508454999999999927e+03,2.348264000000000067e+02,8.562337999999999738e+02,8.932312000000000030e-01,7.840996999999999550e-01,-4.197542000000000217e-01,-5.661819000000000157e-01,3.000000000000000000e+01,2.825476000000000099e+00
8.360389999999999418e+03,3.214755999999999858e+02,1.827567999999999984e+03,2.999884999999999913e-01,9.444439999999999502e-01,-2.584032000000000107e+00,2.275854000000000071e-02,8.000000000000000000e+01,2.895862000000000158e+00
7.562293999999999869e+03,3.854626000000000090e+02,1.519055000000000064e+03,1.275738000000000046e-02,2.988243999999999900e-01,-1.000671000000000088e+00,-7.983827000000000007e-01,4.000000000000000000e+01,4.208941000000000265e+00
6.145332999999999629e+03,3.398519000000000005e+02,7.794864000000000033e+02,7.811301000000000494e-01,7.575614999999999988e-01,-1.251227000000000089e+00,8.246916999999999442e-02,4.000000000000000000e+01,3.326880000000000059e+00
6.055515999999999622e+03,2.284161000000000001e+02,6.125362000000000080e+02,5.085315000000000252e-01,1.595463000000000020e-01,-2.417516000000000109e-01,1.203893000000000102e+00,7.000000000000000000e+01,2.577989999999999782e+00
7.026818000000000211e+03,1.015882000000000005e+02,7.124746000000000095e+02,5.038783999999999486e-01,4.872528999999999888e-01,5.535596000000000405e-01,-7.569209000000000076e-01,8.000000000000000000e+01,2.949533000000000182e+00
9.173818999999999505e+03,2.740711000000000013e+02,1.306507000000000062e+03,9.426896000000000164e-01,6.626338999999999979e-01,5.866021000000000152e-01,8.714758000000000226e-01,8.000000000000000000e+01,2.572471000000000174e+00
8.109939999999999600e+03,2.540828999999999951e+02,1.408026000000000067e+03,3.619172999999999835e-02,7.937155999999999656e-01,-1.794842000000000104e-01,1.775388999999999995e-01,3.000000000000000000e+01,3.811078000000000188e+00
8.472674999999999272e+03,3.052610000000000241e+02,1.667490000000000009e+03,2.608902000000000165e-01,7.171701999999999799e-01,2.627610999999999919e+00,1.533679000000000014e+00,5.000000000000000000e+01,3.889914000000000094e+00
8.665679000000000087e+03,1.138132999999999981e+02,7.076893999999999778e+02,2.589255999999999780e-01,4.140948999999999880e-01,2.307852999999999988e-01,-1.307155000000000067e+00,2.000000000000000000e+01,2.383833000000000091e+00
6.893972999999999956e+03,1.942364000000000033e+02,1.152285000000000082e+03,6.170240999999999643e-01,8.509934000000000109e-01,1.635548999999999920e+00,6.741776999999999909e-01,5.000000000000000000e+01,3.840942000000000078e+00
9.299564000000000306e+03,3.182117000000000075e+02,1.199594000000000051e+03,4.802846000000000060e-01,2.700598000000000165e-01,-2.951890999999999821e+00,-1.502810999999999897e+00,1.000000000000000000e+01,2.252880999999999911e+00
6.897322000000000116e+03,4.811983999999999924e+02,8.786672999999999547e+02,4.491919999999999802e-01,8.354403000000000246e-01,-2.187825000000000131e+00,5.063596999999999682e-01,4.000000000000000000e+01,4.669881000000000171e+00
6.664159999999999854e+03,2.087649999999999864e+02,1.264250999999999976e+03,5.567625999999999964e-01,6.489066999999999474e-01,7.819690999999999725e-01,5.379372000000000043e-01,7.000000000000000000e+01,3.376027000000000111e+00
8.717095999999999549e+03,4.873068999999999846e+02,9.616535999999999831e+02,4.746345000000000147e-01,7.078881999999999675e-01,1.718558999999999948e+00,-1.355566999999999966e+00,7.000000000000000000e+01,5.863243999999999900e+00
8.441001000000000204e+03,2.426483000000000061e+02,3.290876999999999839e+02,1.126878000000000046e-01,5.156475999999999837e-01,-3.062943000000000193e+00,-5.919305000000000261e-01,2.000000000000000000e+01,1.811420999999999948e+00
7.622855999999999767e+03,3.953743000000000052e+02,1.051182999999999993e+03,3.590731999999999813e-01,6.299886000000000097e-01,-6.397703999999999613e-01,-1.447546000000000110e-01,8.000000000000000000e+01,3.165115000000000123e+00
8.965747999999999593e+03,1.917672000000000025e+02,8.701982000000000426e+02,2.552637999999999852e-01,7.615880000000000427e-01,3.022015999999999813e+00,-1.266753000000000018e+00,0.000000000000000000e+00,2.853673000000000126e+00
6.085021999999999935e+03,3.808824000000000183e+02,3.597210999999999785e+02,2.798618999999999968e-01,4.804121000000000086e-02,-6.091760000000000508e-01,-1.966747000000000078e-01,6.000000000000000000e+01,2.334785000000000110e+00
5.660537999999999556e+03,2.252986999999999966e+02,1.215345000000000027e+03,8.360250000000000181e-01,1.192232000000000014e-01,-2.858138999999999985e+00,-1.857151999999999969e-01,2.000000000000000000e+01,2.844924999999999926e+00
6.400744999999999891e+03,3.868077999999999861e+02,9.279095999999999549e+02,6.834744999999999848e-01,4.889741000000000226e-01,3.803631999999999846e-02,2.510521000000000003e-01,5.000000000000000000e+01,2.711456000000000088e+00
7.278859999999999673e+03,4.077925999999999931e+02,4.011447000000000003e+02,4.239643000000000161e-01,2.195837999999999957e-01,-2.714773000000000103e+00,7.886395000000000488e-01,3.000000000000000000e+01,4.623067999999999955e+00
7.914350000000000364e+03,2.850210999999999899e+02,1.618057999999999993e+03,8.522845000000000004e-01,1.404216000000000075e-01,-2.051837999999999995e-01,9.107642999999999711e-01,5.000000000000000000e+01,1.637026000000000092e+00
6.691585000000000036e+03,2.297358000000000118e+02,1.486896999999999935e+03,8.195581999999999867e-02,5.110835999999999713e-01,3.591004999999999892e-02,1.942723000000000089e-01,5.000000000000000000e+01,3.624995000000000189e+00
5.673814000000000306e+03,1.403043999999999869e+02,1.716907999999999902e+03,7.487778000000000489e-01,1.296430999999999972e-02,-2.378576000000000024e-01,-2.642676999999999943e-01,3.000000000000000000e+01,3.575072000000000028e+00
8.801957000000000335e+03,2.157931000000000097e+02,1.583561999999999898e+03,6.895033000000000412e-01,6.369405999999999679e-01,-4.524156999999999762e-01,9.728658999999999502e-01,3.000000000000000000e+01,2.828108999999999984e+00
7.953877000000000407e+03,4.543996000000000208e+02,1.364415999999999940e+03,4.626559000000000088e-01,5.348823999999999801e-01,-2.692248999999999892e+00,1.561582999999999999e-01,2.000000000000000000e+01,3.701775000000000038e+00
6.514886000000000422e+03,1.049634999999999962e+02,1.274836000000000013e+03,5.671384000000000425e-01,7.231745000000000534e-01,9.060557999999999668e-01,1.253042999999999907e+00,7.000000000000000000e+01,5.141714000000000340e+00
6.386773000000000138e+03,4.627029999999999745e+02,1.492521999999999935e+03,6.494917999999999525e-01,9.577006999999999604e-01,1.765517999999999921e+00,1.146760000000000002e+00,6.000000000000000000e+01,6.562110999999999805e+00
9.451078999999999724e+03,3.646019999999999754e+02,1.485625000000000000e+03,5.883920999999999735e-01,2.324015000000000108e-01,-3.972565000000000124e-01,-1.461362999999999968e+00,9.000000000000000000e+01,3.703465000000000007e+00
9.393058000000000902e+03,2.641786000000000172e+02,1.357154999999999973e+03,4.543981000000000270e-01,8.109503000000000128e-01,-7.929804999999999771e-01,3.198594000000000159e-01,8.000000000000000000e+01,3.386983999999999995e+00
8.275240999999999985e+03,2.443559999999999945e+02,6.522535000000000309e+02,9.457761999999999558e-01,8.437957999999999847e-01,1.974696999999999925e+00,6.982688000000000228e-01,6.000000000000000000e+01,3.711110999999999827e+00
9.197494000000000597e+03,4.101000000000000227e+02,1.486303000000000111e+03,3.907326999999999884e-01,1.222502999999999958e-02,8.882120000000000015e-01,7.687435999999999714e-01,4.000000000000000000e+01,1.681184000000000012e+00
5.663269000000000233e+03,3.739243999999999915e+02,1.621970000000000027e+03,4.967309999999999781e-01,3.801117999999999997e-01,5.941492999999999913e-01,-3.505051000000000139e-01,2.000000000000000000e+01,3.968548999999999882e+00
7.354164999999999964e+03,3.000860999999999876e+02,1.210864000000000033e+03,2.091678999999999899e-01,1.420105999999999868e-01,2.751535000000000064e+00,-7.359170000000000433e-01,1.000000000000000000e+01,1.882460999999999940e+00
6.413136000000000422e+03,1.931980000000000075e+02,1.294070999999999913e+03,7.370967000000000491e-01,5.562352000000000407e-01,-1.035468999999999973e+00,1.254680000000000017e+00,7.000000000000000000e+01,4.862010999999999861e+00
7.616970000000000255e+03,2.025726999999999975e+02,1.664327999999999975e+03,4.367837999999999998e-01,7.006343999999999905e-01,3.131181000000000103e-01,5.107034000000000296e-01,0.000000000000000000e+00,3.469374000000000180e+00
7.534006999999999607e+03,2.049875999999999863e+02,1.344145999999999958e+03,8.061099999999999932e-01,9.425004000000000159e-01,2.074790000000000134e+00,-9.184537999999999869e-01,8.000000000000000000e+01,3.901257000000000197e+00
6.909809000000000196e+03,3.073206999999999880e+02,1.308574000000000069e+03,3.383307999999999871e-01,1.639385999999999899e-01,-5.750309000000000115e-01,-1.963682999999999956e-01,3.000000000000000000e+01,3.367488999999999955e+00
6.301213999999999942e+03,1.785067999999999984e+02,1.601573000000000093e+03,4.735275999999999930e-01,9.583224000000000187e-01,-2.184550000000000214e+00,-3.542213000000000167e-01,4.000000000000000000e+01,3.451219000000000037e+00
6.890875000000000000e+03,3.943195000000000050e+02,8.022798000000000229e+02,9.071957999999999966e-01,3.520306999999999742e-01,1.149782000000000082e+00,4.571831000000000089e-01,3.000000000000000000e+01,2.190871000000000013e+00
9.121951999999999316e+03,4.373734000000000037e+02,1.335493999999999915e+03,8.952826999999999869e-01,9.566478999999999955e-01,1.277252999999999972e+00,-7.313247999999999971e-01,7.000000000000000000e+01,3.979693000000000147e+00
8.222023999999999432e+03,4.396016000000000190e+02,3.148851999999999975e+02,9.145446999999999882e-01,8.972366000000000508e-01,-8.932573999999999792e-01,-3.036026000000000002e-01,1.000000000000000000e+01,2.572026000000000145e+00
9.099656999999999243e+03,1.924809999999999945e+02,8.045644999999999527e+02,8.950795000000000279e-01,1.909515999999999991e-02,1.623949000000000087e+00,-2.402616999999999947e-01,4.000000000000000000e+01,1.955365999999999937e+00
5.875242000000000189e+03,4.184139999999999873e+02,1.740644000000000005e+03,9.810453000000000090e-01,3.730186999999999808e-01,-1.268037999999999998e+00,-2.665059000000000178e-01,4.000000000000000000e+01,3.597685999999999940e+00
8.161564000000000306e+03,4.879486999999999739e+02,1.092789999999999964e+03,4.721567999999999876e-01,4.153317999999999732e-01,3.098142000000000174e+00,-1.477618000000000098e+00,8.000000000000000000e+01,3.644614999999999938e+00
6.081167999999999665e+03,1.432456999999999994e+02,7.887866000000000213e+02,6.908759999999999901e-02,2.506580999999999948e-01,1.454398000000000080e+00,1.518850999999999951e-01,1.000000000000000000e+01,3.503852999999999884e+00
9.478417999999999665e+03,3.926741000000000099e+02,1.784035000000000082e+03,4.032668999999999837e-01,7.490132999999999930e-01,-2.947989999999999888e+00,1.406924999999999981e+00,7.000000000000000000e+01,4.324521999999999977e+00
6.929644000000000233e+03,2.423091000000000008e+02,2.201048000000000116e+02,2.357305000000000095e-01,1.481603999999999977e-01,1.796680000000000055e+00,6.392811000000000465e-01,7.000000000000000000e+01,2.951909999999999812e+00
9.280495999999999185e+03,1.960056999999999903e+02,1.684486000000000104e+03,6.125498999999999805e-01,6.362704000000000137e-01,5.500026000000000082e-01,-2.342314000000000063e-01,1.000000000000000000e+01,3.160576999999999970e+00
7.635849000000000160e+03,3.964725999999999999e+02,6.938857000000000426e+02,6.157523999999999775e-01,2.847309000000000090e-01,6.341158999999999546e-01,-1.330888999999999989e+00,9.000000000000000000e+01,3.966130999999999851e+00
5.813033000000000357e+03,2.995000000000000000e+02,1.054897999999999911e+03,9.391593000000000302e-01,2.770047999999999955e-01,1.120171000000000028e+00,9.810132999999999770e-01,0.000000000000000000e+00,2.300399000000000083e+00
9.158645000000000437e+03,4.339784999999999968e+02,9.498147000000000162e+02,6.559831000000000412e-01,9.837158999999999764e-01,-2.412628999999999913e+00,-1.142824000000000062e+00,3.000000000000000000e+01,2.039245999999999892e+00
9.171993000000000393e+03,2.073847000000000094e+02,1.674532999999999902e+03,8.084305000000000518e-01,4.500523000000000023e-02,1.787428000000000017e+00,7.312129000000000545e-01,4.000000000000000000e+01,2.598527999999999949e+00
6.406007999999999811e+03,1.454379999999999882e+02,1.599115000000000009e+03,1.263479000000000130e-01,7.498361000000000054e-01,-2.596191999999999833e+00,1.568806999999999841e-02,1.000000000000000000e+01,4.439066000000000400e+00
5.787011999999999716e+03,2.441630000000000109e+02,1.069269000000000005e+03,4.315199000000000118e-01,1.415682000000000051e-01,1.336813999999999947e+00,6.993673999999999724e-01,6.000000000000000000e+01,3.328365999999999936e+00
8.528045000000000073e+03,3.562540000000000191e+02,1.481634000000000015e+03,2.247022999999999937e-01,7.344792999999999461e-02,1.177956999999999921e+00,1.137788999999999939e+00,4.000000000000000000e+01,2.524395999999999862e+00
7.082827000000000226e+03,2.343822000000000116e+02,4.459929000000000201e+02,8.256183000000000272e-01,3.034164999999999779e-01,-3.095455999999999985e+00,-7.415521999999999392e-02,8.000000000000000000e+01,1.772956999999999894e+00
5.930027000000000044e+03,2.769664000000000215e+02,8.935398000000000138e+02,3.061413000000000051e-01,3.018930000000000224e-01,-3.119111999999999885e+00,-1.531371999999999955e+00,5.000000000000000000e+01,3.312486999999999959e+00
8.675662000000000262e+03,3.415828999999999951e+02,3.797379000000000246e+02,5.798847999999999780e-01,9.886296999999999446e-01,-2.113652000000000031e-01,-1.513325000000000031e+00,6.000000000000000000e+01,3.232041000000000164e+00
7.207163999999999760e+03,1.627501000000000033e+02,5.938216999999999643e+02,7.169664999999999511e-01,7.100640999999999758e-01,1.608233000000000024e+00,-8.544728000000000323e-01,9.000000000000000000e+01,4.257579999999999920e+00
8.909213999999999942e+03,4.693471000000000117e+02,5.021972000000000094e+02,6.500359999999999472e-01,8.660309000000000479e-01,2.613093999999999806e+00,-7.723286000000000318e-01,2.000000000000000000e+01,1.725343000000000071e+00
7.682947000000000116e+03,2.190531000000000006e+02,1.470614000000000033e+03,9.733376000000000250e-01,7.790034000000000125e-01,-1.973606999999999889e+00,-1.416121999999999936e-01,1.000000000000000000e+01,3.233074999999999921e+00
